id_filename,decision_sign,name,party,legal area,entscheid
8843,6B_59/2025,Guidon,SVP,Strafrecht,teilweise gutgeheissen
8847,6B_98/2025,Guidon,SVP,Strafrecht,abgewiesen
8848,8C_624/2024,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
8849,9C_491/2024,Bollinger,SVP,Öffentliches Recht,abgewiesen
884,7B_1310/2025,Hofmann,Die Mitte,Strafrecht,abgewiesen
8850,1C_331/2023,Müller,SVP,Öffentliches Recht,gutgeheissen
8851,8C_164/2025,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
8856,4A_576/2024,Denys,Grüne,Zivilrecht,gutgeheissen
8859,1C_520/2024,Merz,Mitte,Öffentliches Recht,gutgeheissen
8860,2C_74/2025,Kradolfer,FDP,Öffentliches Recht,abgewiesen
8861,7B_1455/2024,Hofmann,Die Mitte,Strafrecht,abgewiesen
8862,6B_673/2024,Wohlhauser,SP,Strafrecht,abgewiesen
8863,7B_267/2025,Hofmann,Die Mitte,Strafrecht,abgewiesen
8865,1C_158/2024,Pont Veuthey,Mitte,Öffentliches Recht,abgewiesen
8866,2C_350/2024,Ryter,SP,Öffentliches Recht,abgewiesen
8869,1C_309/2024,Merz,Mitte,Öffentliches Recht,abgewiesen
8870,6B_1077/2023,Kradolfer,FDP,Strafrecht,abgewiesen
8871,6B_296/2024,von Felten,Die Mitte,Strafrecht,gutgeheissen
8872,7B_464/2024,Kölz,Grüne,Strafrecht,abgewiesen
8873,2C_568/2024,Kradolfer,FDP,Öffentliches Recht,abgewiesen
8874,7B_139/2025,Hofmann,Die Mitte,Strafrecht,nicht eingetreten
8875,2C_77/2023,Kradolfer,FDP,Öffentliches Recht,nicht eingetreten
8876,2D_27/2024,Kradolfer,FDP,Subsidiäre Verfassungsbeschwerde,nicht eingetreten
8877,6B_167/2025,Guidon,SVP,Strafrecht,abgewiesen
8878,8C_674/2024,Métral,Grüne,Öffentliches Recht,abgewiesen
8879,"7B_1222/2024, 7B_1223/2024, 7B_1445/2024",Kölz,Grüne,Strafrecht,abgewiesen
887,8C_213/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
8880,4A_388/2024,Rüedi,SVP,Zivilrecht,abgewiesen
8881,9C_423/2024,Bollinger,SVP,Öffentliches Recht,abgewiesen
8883,6B_3/2025,Guidon,SVP,Strafrecht,abgewiesen
8884,9G_1/2025,Parrino,SP,AndererBereich,gutgeheissen
8885,4F_12/2025,Denys,Grüne,AndererBereich,nicht eingetreten
8886,6B_843/2024,Guidon,SVP,Strafrecht,abgewiesen
888,6B_146/2026,Kradolfer,FDP,Strafrecht,abgewiesen
8892,4A_554/2024,Rüedi,SVP,Zivilrecht,teilweise gutgeheissen
8893,1C_563/2024,Merz,Mitte,Öffentliches Recht,abgewiesen
8894,1C_464/2024,Weber,FDP,Öffentliches Recht,abgewiesen
8896,4A_441/2024,Rüedi,SVP,Zivilrecht,abgewiesen
8898,2C_166/2023,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
8899,5A_440/2024,Hartmann,Grüne,Zivilrecht,gutgeheissen
88,4A_310/2024,Denys,Grüne,Zivilrecht,abgewiesen
8900,4A_581/2024,Rüedi,SVP,Zivilrecht,abgewiesen
8901,4A_17/2025,Rüedi,SVP,Zivilrecht,gutgeheissen
8902,4A_662/2024,Denys,Grüne,Zivilrecht,abgewiesen
8903,9C_410/2023,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
8904,7B_687/2023,Hofmann,Die Mitte,Strafrecht,abgewiesen
8905,2C_545/2024,Kradolfer,FDP,Öffentliches Recht,abgewiesen
8906,5A_655/2024,Hartmann,Grüne,Zivilrecht,abgewiesen
8908,9C_16/2025,Parrino,SP,Öffentliches Recht,teilweise gutgeheissen
890,7B_1349/2025,Kölz,Grüne,Strafrecht,abgewiesen
